ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-02-22,56691379.27807507,48066934.74136176,67395058.192609,56691379.27807507,56691379.27807507,745857.9036568322,745857.9036568322,745857.9036568322,572021.3035153515,572021.3035153515,572021.3035153515,173836.6001414806,173836.6001414806,173836.6001414806,0.0,0.0,0.0,57437237.1817319
2023-02-23,56690050.50520774,48144166.91867218,66565452.435135126,56690050.50520774,56690050.50520774,909597.774787842,909597.774787842,909597.774787842,423331.83240444463,423331.83240444463,423331.83240444463,486265.94238339737,486265.94238339737,486265.94238339737,0.0,0.0,0.0,57599648.27999558
2023-02-24,56688721.73234041,48973707.482660346,67543279.37064905,56688721.73234041,56688721.73234041,1461308.2055325778,1461308.2055325778,1461308.2055325778,666336.9238913174,666336.9238913174,666336.9238913174,794971.2816412604,794971.2816412604,794971.2816412604,0.0,0.0,0.0,58150029.93787299
2023-02-25,56687392.95947308,49135204.316868134,67130779.7692977,56687392.95947308,56687392.95947308,1350084.4753597092,1350084.4753597092,1350084.4753597092,257615.59947373235,257615.59947373235,257615.59947373235,1092468.875885977,1092468.875885977,1092468.875885977,0.0,0.0,0.0,58037477.43483279
2023-02-26,56686064.18660575,48981699.06298322,66721189.865625404,56686064.18660575,56686064.18660575,1398021.1722429558,1398021.1722429558,1398021.1722429558,26329.720471678145,26329.720471678145,26329.720471678145,1371691.4517712777,1371691.4517712777,1371691.4517712777,0.0,0.0,0.0,58084085.358848706
2023-02-27,56684735.41373843,47921942.97582546,66733320.19846673,56684735.41373843,56684735.41373843,539676.7914461493,539676.7914461493,539676.7914461493,-1086491.7805214843,-1086491.7805214843,-1086491.7805214843,1626168.5719676337,1626168.5719676337,1626168.5719676337,0.0,0.0,0.0,57224412.20518458
2023-02-28,56683406.64087109,48302485.60908229,66638758.90836817,56683406.64087109,56683406.64087109,991044.537447146,991044.537447146,991044.537447146,-859143.599240129,-859143.599240129,-859143.599240129,1850188.136687275,1850188.136687275,1850188.136687275,0.0,0.0,0.0,57674451.17831824
2023-03-01,56682077.86800377,49959303.3054514,68370049.18910265,56682077.86800377,56682077.86800377,2610956.1297989115,2610956.1297989115,2610956.1297989115,572021.3035150542,572021.3035150542,572021.3035150542,2038934.8262838575,2038934.8262838575,2038934.8262838575,0.0,0.0,0.0,59293033.99780268
2023-03-02,56680749.095136434,50526345.93807945,68160710.63258408,56680749.095136434,56680749.095136434,2611933.808806892,2611933.808806892,2611933.808806892,423331.8324046843,423331.8324046843,423331.8324046843,2188601.9764022077,2188601.9764022077,2188601.9764022077,0.0,0.0,0.0,59292682.90394332
2023-03-03,56679420.32226911,49604883.69974621,68342719.56120199,56679420.32226911,56679420.32226911,2962811.077331216,2962811.077331216,2962811.077331216,666336.9238912065,666336.9238912065,666336.9238912065,2296474.15344001,2296474.15344001,2296474.15344001,0.0,0.0,0.0,59642231.39960033
2023-03-04,56678091.54940178,49148887.47271389,68243148.21104115,56678091.54940178,56678091.54940178,2618594.142866202,2618594.142866202,2618594.142866202,257615.59947288613,257615.59947288613,257615.59947288613,2360978.5433933157,2360978.5433933157,2360978.5433933157,0.0,0.0,0.0,59296685.692267984
2023-03-05,56676762.77653445,50303445.55313984,68307998.58404817,56676762.77653445,56676762.77653445,2408033.877758691,2408033.877758691,2408033.877758691,26329.72047213393,26329.72047213393,26329.72047213393,2381704.157286557,2381704.157286557,2381704.157286557,0.0,0.0,0.0,59084796.65429314
2023-03-06,56675434.00366712,49092919.127955526,66645876.07901852,56675434.00366712,56675434.00366712,1272896.9853908014,1272896.9853908014,1272896.9853908014,-1086491.7805192785,-1086491.7805192785,-1086491.7805192785,2359388.7659100797,2359388.7659100797,2359388.7659100797,0.0,0.0,0.0,57948330.98905793
2023-03-07,56674105.230799794,48731416.91830012,67283369.19042343,56674105.230799794,56674105.230799794,1436730.7804550638,1436730.7804550638,1436730.7804550638,-859143.5992380559,-859143.5992380559,-859143.5992380559,2295874.37969312,2295874.37969312,2295874.37969312,0.0,0.0,0.0,58110836.011254855
2023-03-08,56672776.457932465,50625465.908230454,68720344.08024038,56672776.457932465,56672776.457932465,2766054.2644123444,2766054.2644123444,2766054.2644123444,572021.3035172032,572021.3035172032,572021.3035172032,2194032.960895141,2194032.960895141,2194032.960895141,0.0,0.0,0.0,59438830.72234481
2023-03-09,56671447.68506514,49824336.29518356,68831445.79249777,56671447.68506514,56671447.68506514,2480996.702930955,2480996.702930955,2480996.702930955,423331.83240387327,423331.83240387327,423331.83240387327,2057664.8705270821,2057664.8705270821,2057664.8705270821,0.0,0.0,0.0,59152444.3879961
2023-03-10,56670118.912197806,50286645.28404843,68562422.63003646,56670118.912197806,56670118.912197806,2557710.212885554,2557710.212885554,2557710.212885554,666336.9238910956,666336.9238910956,666336.9238910956,1891373.2889944587,1891373.2889944587,1891373.2889944587,0.0,0.0,0.0,59227829.12508336
2023-03-11,56668790.139330484,49566435.81751808,67577944.77785766,56668790.139330484,56668790.139330484,1958034.0866741475,1958034.0866741475,1958034.0866741475,257615.5994733687,257615.5994733687,257615.5994733687,1700418.4872007791,1700418.4872007791,1700418.4872007791,0.0,0.0,0.0,58626824.22600463
2023-03-12,56667461.36646315,49939705.564929195,66964583.7822558,56667461.36646315,56667461.36646315,1516886.0670850393,1516886.0670850393,1516886.0670850393,26329.72047258975,26329.72047258975,26329.72047258975,1490556.3466124493,1490556.3466124493,1490556.3466124493,0.0,0.0,0.0,58184347.43354819
2023-03-13,56666148.38016088,47181287.956208676,66319323.73333334,56666148.38016088,56666148.38016088,181374.13817635752,181374.13817635752,181374.13817635752,-1086491.7805192666,-1086491.7805192666,-1086491.7805192666,1267865.9186956242,1267865.9186956242,1267865.9186956242,0.0,0.0,0.0,56847522.51833724
2023-03-14,56664835.39385861,47413718.83126712,66488158.46843647,56664835.39385861,56664835.39385861,179427.46704778477,179427.46704778477,179427.46704778477,-859143.5992376623,-859143.5992376623,-859143.5992376623,1038571.066285447,1038571.066285447,1038571.066285447,0.0,0.0,0.0,56844262.8609064
2023-03-15,56663522.40755633,48889748.64938108,67124656.52440202,56663522.40755633,56663522.40755633,1380882.6393991525,1380882.6393991525,1380882.6393991525,572021.3035169056,572021.3035169056,572021.3035169056,808861.3358822468,808861.3358822468,808861.3358822468,0.0,0.0,0.0,58044405.04695549
2023-03-16,56662209.42125406,48434960.325803295,66655906.934820026,56662209.42125406,56662209.42125406,1008049.0011575127,1008049.0011575127,1008049.0011575127,423331.8324041129,423331.8324041129,423331.8324041129,584717.1687533997,584717.1687533997,584717.1687533997,0.0,0.0,0.0,57670258.422411576
2023-03-17,56660896.43495179,48044436.78680393,67624138.2392486,56660896.43495179,56660896.43495179,1038081.2965918953,1038081.2965918953,1038081.2965918953,666336.9238909845,666336.9238909845,666336.9238909845,371744.3727009108,371744.3727009108,371744.3727009108,0.0,0.0,0.0,57698977.73154368
2023-03-18,56659583.44864952,47339059.86809027,65781878.79566133,56659583.44864952,56659583.44864952,432638.05128818186,432638.05128818186,432638.05128818186,257615.59947252256,257615.59947252256,257615.59947252256,175022.45181565933,175022.45181565933,175022.45181565933,0.0,0.0,0.0,57092221.4999377
2023-03-19,56658270.46234724,46991449.75469143,65648269.66656675,56658270.46234724,56658270.46234724,25300.659611627023,25300.659611627023,25300.659611627023,26329.720469908927,26329.720469908927,26329.720469908927,-1029.0608582819016,-1029.0608582819016,-1029.0608582819016,0.0,0.0,0.0,56683571.12195887
2023-03-20,56656957.476044975,45913015.794977926,64592763.3515465,56656957.476044975,56656957.476044975,-1239254.4696689923,-1239254.4696689923,-1239254.4696689923,-1086491.7805174526,-1086491.7805174526,-1086491.7805174526,-152762.6891515398,-152762.6891515398,-152762.6891515398,0.0,0.0,0.0,55417703.00637598
2023-03-21,56655644.4897427,45457806.81753936,64754619.22675418,56655644.4897427,56655644.4897427,-1136534.2017139317,-1136534.2017139317,-1136534.2017139317,-859143.5992372686,-859143.5992372686,-859143.5992372686,-277390.6024766632,-277390.6024766632,-277390.6024766632,0.0,0.0,0.0,55519110.28802876
2023-03-22,56654331.503440425,47907805.37633385,66110612.77925828,56654331.503440425,56654331.503440425,198975.77191685373,198975.77191685373,198975.77191685373,572021.3035142663,572021.3035142663,572021.3035142663,-373045.53159741254,-373045.53159741254,-373045.53159741254,0.0,0.0,0.0,56853307.275357276
2023-03-23,56653018.517138146,46764985.08675153,64556222.6373255,56653018.517138146,56653018.517138146,-15481.798036830789,-15481.798036830789,-15481.798036830789,423331.83240435267,423331.83240435267,423331.83240435267,-438813.63044118346,-438813.63044118346,-438813.63044118346,0.0,0.0,0.0,56637536.71910132
2023-03-24,56651705.53083588,47843046.78470301,66140448.385256335,56651705.53083588,56651705.53083588,191598.19452558915,191598.19452558915,191598.19452558915,666336.9238911503,666336.9238911503,666336.9238911503,-474738.7293655611,-474738.7293655611,-474738.7293655611,0.0,0.0,0.0,56843303.725361474
2023-03-25,56650392.5445336,47204283.23238771,65814547.710582785,56650392.5445336,56650392.5445336,-224182.65991096775,-224182.65991096775,-224182.65991096775,257615.5994727003,257615.5994727003,257615.5994727003,-481798.259383668,-481798.259383668,-481798.259383668,0.0,0.0,0.0,56426209.88462263
2023-03-26,56649079.55823133,47254705.56590605,65680963.45028925,56649079.55823133,56649079.55823133,-435522.224096957,-435522.224096957,-435522.224096957,26329.720470364642,26329.720470364642,26329.720470364642,-461851.94456732174,-461851.94456732174,-461851.94456732174,0.0,0.0,0.0,56213557.33413438
2023-03-27,56647766.57192907,46114757.21374724,64853485.58382985,56647766.57192907,56647766.57192907,-1504056.918293047,-1504056.918293047,-1504056.918293047,-1086491.7805170491,-1086491.7805170491,-1086491.7805170491,-417565.13777599775,-417565.13777599775,-417565.13777599775,0.0,0.0,0.0,55143709.65363602
2023-03-28,56646453.58562679,45880707.567633234,64066946.34768241,56646453.58562679,56646453.58562679,-1211452.9901824112,-1211452.9901824112,-1211452.9901824112,-859143.599236875,-859143.599236875,-859143.599236875,-352309.3909455362,-352309.3909455362,-352309.3909455362,0.0,0.0,0.0,55435000.595444374
2023-03-29,56645140.59932451,47466014.50410067,65725268.65943306,56645140.59932451,56645140.59932451,301977.81819458347,301977.81819458347,301977.81819458347,572021.3035139686,572021.3035139686,572021.3035139686,-270043.48531938525,-270043.48531938525,-270043.48531938525,0.0,0.0,0.0,56947118.41751909
2023-03-30,56643827.61302224,47294471.930157214,66231304.93218312,56643827.61302224,56643827.61302224,248153.15079740586,248153.15079740586,248153.15079740586,423331.8324044563,423331.8324044563,423331.8324044563,-175178.68160705044,-175178.68160705044,-175178.68160705044,0.0,0.0,0.0,56891980.76381964
2023-03-31,56642514.626719974,48384215.058717065,66098737.875629604,56642514.626719974,56642514.626719974,593904.5533962315,593904.5533962315,593904.5533962315,666336.9238907626,666336.9238907626,666336.9238907626,-72432.37049453113,-72432.37049453113,-72432.37049453113,0.0,0.0,0.0,57236419.18011621
2023-04-01,56641201.640417695,48485505.54841831,66149621.40825075,56641201.640417695,56641201.640417695,290941.0003687556,290941.0003687556,290941.0003687556,257615.599472878,257615.599472878,257615.599472878,33325.40089587758,33325.40089587758,33325.40089587758,0.0,0.0,0.0,56932142.640786454
2023-04-02,56639888.65411542,47985556.70700383,66110691.419108875,56639888.65411542,56639888.65411542,163557.60916934902,163557.60916934902,163557.60916934902,26329.720473413083,26329.720473413083,26329.720473413083,137227.88869593592,137227.88869593592,137227.88869593592,0.0,0.0,0.0,56803446.26328477
2023-04-03,56638575.667813145,46889587.742137276,64803459.37078296,56638575.667813145,56638575.667813145,-851926.3462163842,-851926.3462163842,-851926.3462163842,-1086491.780517037,-1086491.780517037,-1086491.780517037,234565.434300653,234565.434300653,234565.434300653,0.0,0.0,0.0,55786649.321596764
2023-04-04,56637262.68151088,47202977.97388843,65253846.10220395,56637262.68151088,56637262.68151088,-538211.0842668406,-538211.0842668406,-538211.0842668406,-859143.5992348021,-859143.5992348021,-859143.5992348021,320932.5149679615,320932.5149679615,320932.5149679615,0.0,0.0,0.0,56099051.59724404
